접수일,처리부서,접수번호,청구제목,청구내용,결정구분,처리기간
2025-06-29,누리시 바른구 복지정책과,FOI-2025-00325,누리버스 정류장 주변 노후시설 리모델링 사업 추진 현황 (325호),"누리버스 정류장 주변 노후시설 리모델링 사업 추진 현황을 확인하고 싶다. 시설이 리모델링 대상인지, 사업 추진 일정과 주민 의견 수렴 절차를 알고 싶다. 근린시설 환경으로 근무 환경에도 영향을 줄 것 같아 확인하고 싶다.",공개,7
2023-04-25,세움시 맑은구 복지정책과,FOI-2023-00326,고령 구직자 건강검진 지원사업 운영 현황 및 이용 안내 요청 (326호),"최근 보건소에서 시행하는 고령 구직자 대상 건강검진 지원사업의 신청 자격 및 심사 기준을 알고 싶습니다. 배치를 통해 재취업 활동 중인데, 지원사업 선정에서 우대를 받을 수 있는지 구체적으로 확인하고 싶습니다.",비공개,18
2022-09-30,예담시 늘품구 보건행정과,FOI-2022-00327,감염병 확산 시 학원가 지역 밀집도 변화에 대한 조사 보고서 청구 (327호),지난봄 감염병 유행 시기 동안 샘물동 생활권 내 학원가 지역에서의 밀집도 조사 결과와 현황을 보고서 형태로 제공해 주시기 바랍니다. 고령자 취약계층으로서 지역 내 을 파악하고자 합니다.,공개,20
2025-08-21,여울시 단비구 보건행정과,FOI-2025-00328,보건소 예방접종 예약 시스템 고령자 접근성 개선 계획 청취 (328호),현재 보건소 온라인 예방접종 예약 시스템이 스마트폰 활용이 어려운 고령자에게 접근성이 낮습니다. 향후 접근성 개선 계획과 함께 대면 예약 대리 신청 서비스 도입 가능 여부를 알려주시기 바랍니다.,공개,5
2025-07-17,가람시 새빛구 보건행정과,FOI-2025-00329,노인 일자리 사업 참여자격 완화 기준에 관한 정보 공개 청구 (329호),보건소 관할 지역에서 추진 중인 감염병 예방 관련 노인 일자리 사업의 참여 자격 요건과 최근 변경된 기준을 알고 싶습니다. 만 78세까지 참여 가능하다고 들었는데 구체적으로 확인이 필요합니다.,부분공개,5
2025-01-11,여울시 단비구 복지정책과,FOI-2025-00330,감염병 발생 시 지역 내 복지시설 긴급 대피 계획 관련 자료 청구 (330호),"아파트에 거주하는 고령 가구로서 감염병 확산 시 지역 내 복지시설의 긴급 대피 계획과 대피소 위치, 이동 수단 지원 방안에 관한 자료를 요청합니다. 특히 배자 동거 가구의 배치 기준도 포함해 주세요.",공개,14
2022-12-17,누리시 바른구 보건행정과,FOI-2022-00331,중년 여성 구직 지원 프로그램 심사 과정의 공정성 관련 자료 (331호),최근 보건소에서 시행한 중장년 여성 구직 지원 프로그램에 신청했으나 선정 과정에서 탈락하였습니다. 선정 심사 기준의 구성 비율과 심사위원 구성에 대해 투명하게 공개해 주시기 바랍니다.,부분공개,8
2022-09-10,예담시 늘품구 복지정책과,FOI-2022-00332,건강기능식품 판매업소 위생 점검 결과 및 행정처분 내역 (332호),새빛시장 주변에서 건강기능식품을 판매하는 업소에 대해 위생 점검 결과가 공개되어 있는지를 확인하고자 합니다. 최근 행정처분이 있었던 업소의 조치 내용과 기준을 알고 싶습니다.,공개,16
2024-09-30,도담군 복지정책과,FOI-2024-00333,폐경 후 건강관리 지원 프로그램 운영 현황 및 참여 조건 (333호),"폐경 후 여성 건강관리에 관한 보건소 지원 프로그램이 있는지 확인하고 싶습니다. 참여 조건과 신청 방법, 현재까지 참여자 규모에 대해 알려주시기 바랍니다.",부분공개,17
2024-09-30,여울시 단비구 복지정책과,FOI-2024-00334,노동부 고용관리청 산재예방 교육과 연계된 보건소 건강증진 사업 (334호),전직 매장 정리원으로 경력이 있는 제가 재취업을 위해 노동부 고용관리청 산재예방 교육과 보건소 건강증진 사업을 연계 활용할 수 있는지 알고 싶습니다. 두 기관 협력 사업 현황을 알려주세요.,공개,15
2023-02-23,예담시 늘품구 보건행정과,FOI-2023-00335,시장 주변 공중화장실 청소 및 소독 주기와 감염병 예방 조치 (335호),"새빛시장 주변 공중화장실의 청소 주기와 소독 현황, 감염병 유행 시 강화되는 예방 조치 내용을 확인하고자 합니다. 이용객으로서 위생 관리 수준이 적절한지 알고 싶습니다.",공개,20
2023-07-29,미래군 보건행정과,FOI-2023-00336,교통 결절지역 감염병 위험도 평가와 대중교통 이용 안전 수칙 (336호),전직 교통 계획가로서 새봄역 환승구역의 감염병 위험도 평가 결과와 대중교통 이용 시 안전 수칙 제정 근거를 알고 싶습니다. 어머니와 동거하며 출퇴근 시 체건관리가 걱정됩니다.,부분공개,10
2024-09-23,새봄시 한울구 복지정책과,FOI-2024-00337,아파트 단지의 환기 설비 현황과 감염병 예방 효과 검증 자료 (337호),현재 거주하는 아파트 단지의 공동 환기 설비 현황과 감염병 예방 효과를 검증한 자료가 있는지 확인 요청합니다. 전직 교통 계획 및 설계 경력을 바탕으로 설비의 적정성을 평가해 보고 싶습니다.,부분공개,13
2025-09-10,빛솔시 아람구 복지정책과,FOI-2025-00338,보행로 설계 시 감염병 확산 방지 기준과 지역 내 해당 현황 (338호),가온로 보행구간을 중심으로 보행로 설계 시 감염병 확산 방지를 고려한 기준이 적용되었는지 확인하고자 합니다. 전직 교통 설계 경력을 바탕으로 관련 기준의 실효성을 파악해 보고 싶습니다.,공개,18
2025-07-21,미래군 복지정책과,FOI-2025-00339,재택근무 확산에 따른 통근 버스 노선 감염병 관리 기준 (339호),누리버스 정류장을 이용하는 통근 버스 노선에 대해 재택근무 확대 후 운행 횟수 변화와 감염병 관리 기준 적용 현황을 알고 싶습니다. 어머니와 동거하며 출근길 안전이 중요합니다.,비공개,16
2022-10-30,여울시 단비구 복지정책과,FOI-2022-00340,미래복합센터 인근 대중교통 연계 체계와 감염병 시 대안 동선 (340호),미래복합센터 인근에서 여러 대중교통이 연계되는 체계와 감염병 유행 시 대안 동선 계획이 있는지 확인 요청합니다. 재취업 준비 중 면접까지의 안전한 이동 경로를 파악하고자 합니다.,비공개,20
2025-02-01,너울시 물빛구 복지정책과,FOI-2025-00341,운송장비 정비원의 직업 예방 교육 프로그램 실시 현황 (341호),전직 운송장비 정비원으로 경력이 있는 만큼 직업 예방 교육 프로그램의 실시 현황을 알고 싶습니다. 보건소에서 제공하는 직업건강 관련 프로그램의 내용과 신청 방법을 알려주세요.,부분공개,20
2025-10-03,예담시 늘품구 보건행정과,FOI-2025-00342,노인 운송 건강검진 의무 이행 현황 및 지도 (342호),운송장비를 다루는 고령자들이 건강검진 의무를 이행하는 현황과 보건소의 지도에 대해 알고 싶습니다. 동갑내들이 건강검진 의무 위반 시 어떤 조치는지 확인하고 싶습니다.,공개,10
2023-06-13,온빛시 보건행정과,FOI-2023-00343,도담천 산책로 흡연 절차를 위반하는 사람 단속 및 지도 현황 (343호),도담천 산책로에서 흡연 절차를 위반하는 사람에 대한 단속 실적과 지도 현황을 알고 싶습니다. 산책로 이용객으로서 금연구역 위반 행위에 대한 단속 기준이 적절한지 확인하고 싶습니다.,부존재,12
2023-08-09,도담군 보건행정과,FOI-2023-00344,라온체육센터 주변 운동시설 소독 계획과 감염병 예방 조치 (344호),라온체육센터 주변 야외 운동시설의 소독 계획과 감염병 예방을 위한 조치 내용을 알고 싶습니다. 고령として 체육관 이용 시 감염 위험이 걱정되어 관련 예방 조치를 확인하고 싶습니다.,부분공개,12
2024-10-16,여울시 단비구 보건행정과,FOI-2024-00345,고령 운전면허자 건강능력 검증과 운송업 복귀 지원 정책 (345호),운송장비 정비 경력이 있는 고령자로서 운전면허 후 건강능력 검증 제도와 운송업 복귀 지원 정책이 있는지 알고 싶습니다. 건강검진 통과 시 재취업 가능성도 있는지 확인하고 싶습니다.,공개,8
2024-02-12,새봄시 한울구 복지정책과,FOI-2024-00346,병무행정 사무원 연간 업무량 통계와 보건소 업무 연동 현황 (346호),병무행정 사무원으로 근무하면서 보건소와 업무 연계가 있는 부분을 파악하고 싶습니다. 연간 보건소 관련 업무 처리량 통계와 감염병 대응 시 병무사항 처리 절차에 대해 알려주세요.,부분공개,15
2025-10-17,여울시 단비구 보건행정과,FOI-2025-00347,감염병 유행 시 부과면책 제도 적용 사례와 기준 설명 자료 (347호),감염병 유행으로 인해 병무행정 업무가 지연될 경우 부과면책 제도 적용 사례와 기준을 알고 싶습니다. 업무 과부하로 인한 지연에 대한 판단 기준을 확인하여 업무 처리 기준을 명확히 하고 싶습니다.,공개,11
2025-10-23,가람시 새빛구 복지정책과,FOI-2025-00348,새봄역 환승구역 집단 감염 발생 시 대량 환자 분산 처치 계획 (348호),새봄역 환승구역에서 집단 감염이 발생할 경우의 대량 환자 분산 처치 계획과 환자 이송 절차를 알고 싶습니다. 형제자매와 동거하며 가구주로서 가족 안전 대비가 필요합니다.,비공개,2
2022-12-14,가람시 열린구 보건행정과,FOI-2022-00349,가람공공청사 내 감염병 확산 방지를 위한 내부 위생 관리 기준 (349호),가람공공청사 내 각 부서에서 적용하는 내부 위생 관리 기준과 감염병 확산 방지 구체적 내용을 알고 싶습니다. 청사 내 근무 직원으로서 체건 관리가 중요합니다.,부분공개,7
2022-07-30,예담시 늘품구 복지정책과,FOI-2022-00350,한들동 생활권 주민 감염병 예방 조사를 위한 설문지 내용 (350호),한들동 생활권 주민 대상 감염병 예방 조사를 위해 실시한 설문지 내용을 알고 싶습니다. 가구주로서 해당 지역들의 예방의식 수준과 보건소 향후 교육을 계획하는 데 참고하고 싶습니다.,부분공개,5
2023-10-20,온빛시 안전총괄과,FOI-2023-00351,가금 사육 농장의 재난 시 대피 계획 및 동물 이동 경로 공개 청구 (351호),"가금 사육업을 경영하는 자로서, 대규모 재난 발생 시 축산 현장 동물들의 안전한 대피가 가능하도록 현재 마련된 비상 대피 계획과 동물 이전 경로, 그리고 이동에 필요한 지원 물자에 대해 알려 달라. 특히 축사 밀집 지역인 샘물동 일대의 구체적 대응 방안을 포함해 주기 바란다.",공개,3
2023-10-27,해솔시 안전총괄과,FOI-2023-00352,비주거용 건물 내 주택 거주자를 위한 대피소 배정 현황 공개 청구 (352호),"비주거용 건물 내에 거주하는 특성을 가진 가구로서, 해당 건물 거주민이 재개발이나 긴급 재난 시 어떤 대피소로 안내받는지, 그리고 배정 근거와 절차가 어떻게 운영되는지 확인하고 싶다. 청구인은 반려동물인 가금류를 동반 대피 가능한 시설이 있는지 함께 알려 달라고 요청한다.",부분공개,8
2023-01-07,세움시 맑은구 행정지원과,FOI-2023-00353,가금 사육 관련 재난 시 긴급 연락 체계 및 신고 절차 안내 공개 청구 (353호),"축산 현장에서는 순간적인 재해 파악이 매우 중요하므로, 재난 발생 시 가금 사육자들이 긴급하게 보고하거나 지원을 요청할 수 있는 연락 체계와 신고 절차가 갖추어져 있는지를 궁금해한다. 새빛시장 주변 축산 유통 관련 업소들과의 연계 대응 방안도 포함해 알려 달라.",부분공개,3
2022-05-11,해솔시 안전총괄과,FOI-2022-00354,가금류 사육 농장 주변 방류수 관련 방재 안전 점검 결과 공개 청구 (354호),"자신의 가금 사육 농장 및 주변 유사 축산 시설의 방류수 처리 상태가 재난 시 지하수 오염 등 2차 피해를 유발할 수 있는지 우려되어, 해당 지역에 대한 환경 방재 안전 점검 기록이 있다면 공개해 달라고 청구한다. 특히 우수 유출로 인해 주변 하천인 도담천 수질에 미치는 영향에 대한 평가 자료도 포함해 달라.",공개,18
2023-12-27,미래군 안전총괄과,FOI-2023-00355,축산업 종사자를 위한 재난 대피 교육 프로그램 참여 내역 공개 청구 (355호),"가금 사육 현장의 종사자 수와 현장에서 발생할 수 있는 재난 유형에 비추어, 현재 해당 지역 축산업인들이 재난 대피 교육에 얼마나 참여하고 있는지, 그리고 어떤 교육 과정이 운영되고 있는지를 알고 싶다. 미르로 교차로 인근에서 열리는 축산안전 교육 일정이 있다면 함께 알려 달라고 요청한다.",공개,9
